workflow_blob_url,local_path,batch,purpose
https://github.com/cloudposse-terraform-components/aws-dns-primary/blob/2fc1f4552c198dfa7e0a40cd9f6e0606f368fced/.github/workflows/release.yml,workflows/release (1).yml,pilot,
https://github.com/aws-amplify/amplify-flutter/blob/6e958865b2417ce4d47fdc6d8c7b8f03aa617246/.github/workflows/rest_xml_v2.yaml,workflows/rest_xml_v2.yaml,pilot,
https://github.com/Hapag-Lloyd/.github/blob/6bd816584eb1f5543ea56aab1634ecdce54b2284/.github/workflows/stale.yml,workflows/stale.yml,pilot,
https://github.com/turbot/steampipe-mod-gcp-compliance/blob/3a0a1e974e1263efb61bf57ddc3d2e219c8fa450/.github/workflows/sync-labels.yml,workflows/sync-labels.yml,pilot,
https://github.com/rapidsai/cuml/blob/f00d38df8951204dc6929eef810742927ee027b8/.github/workflows/test.yaml,workflows/test.yaml,pilot,
https://github.com/salesforcecli/plugin-template-sf/blob/6a5771af38e01bddb2ad1b89ca8e886d7cf17564/.github/workflows/test.yml,workflows/test.yml,pilot,
https://github.com/tesseract-ocr/tesseract/blob/d39177e500df776709d7234abd2f5bae6bfacd16/.github/workflows/unittest.yml,workflows/unittest.yml,pilot,
https://github.com/fortify/fortify-ssc-parser-burp/blob/b1b19bb4bf3decf1f31cf6b2d8e545a9d397f9a2/.github/workflows/update-repo-docs.yml,workflows/update-repo-docs.yml,pilot,
https://github.com/cloudposse/test-helpers/blob/b1569fb1b07372675dba86eb360d3c6d21317d67/.github/workflows/validate-codeowners.yml,workflows/validate-codeowners.yml,pilot,
https://github.com/simp/pupmod-simp-clamav/blob/290792aa363d951d48cc07077bfc3a29686e3919/.github/workflows/validate_tokens.yml,workflows/validate_tokens (1).yml,pilot,
https://github.com/simp/pupmod-simp-simp_ds389/blob/5e1c6f6552d848a9b97c498691807e33256ff740/.github/workflows/validate_tokens.yml,workflows/validate_tokens (2).yml,pilot,
https://github.com/simp/pupmod-simp-simp_grub/blob/f9a3948f5fe12b69c9549e11f503aed80741a963/.github/workflows/validate_tokens.yml,workflows/validate_tokens.yml,pilot,
https://github.com/falcosecurity/falcosidekick/blob/803f99a7e470e726ad4f0b3c21b80a46404d64cd/.github/workflows/lint.yml,workflows_batch2/falcosecurity__falcosidekick__.github__workflows__lint.yml,batch2,code_quality
https://github.com/ocicl/cl-string-match/blob/423b46db1462e676e0e0f27441d91cfb80f4a7e2/.github/workflows/main.yml,workflows_batch2/ocicl__cl-string-match__.github__workflows__main.yml,batch2,other
https://github.com/simp/pupmod-simp-nfs/blob/a11aef67f69e8006d64b5f9bbe2450fa71d6d459/.github/workflows/validate_tokens.yml,workflows_batch2/simp__pupmod-simp-nfs__.github__workflows__validate_tokens.yml,batch2,ci_test
https://github.com/Sundsvallskommun/api-service-citizen-changes/blob/4104c9815bb560f6fdf2c82ccd910d048ca19cf4/.github/workflows/dependabot-reviewer.yml,workflows_batch2/Sundsvallskommun__api-service-citizen-changes__.github__workflows__dependabot-reviewer.yml,batch2,dependency_management
https://github.com/HDFGroup/hdfview/blob/650bbb81c484ff736aa8a7188f40dc868cf9df95/.github/workflows/release.yml,workflows_batch2/HDFGroup__hdfview__.github__workflows__release.yml,batch2,deploy_release
https://github.com/libbpf/vmlinux.h/blob/8f91e9fd5b488ff57074e589e3960940f3387830/.github/workflows/vmlinux.h.yml,workflows_batch2/libbpf__vmlinux.h__.github__workflows__vmlinux.h.yml,batch2,other
https://github.com/sigstore/fulcio/blob/a8b363778199a55d9d8a7a54c6da29c26627a893/.github/workflows/verify-k8s.yml,workflows_batch2/sigstore__fulcio__.github__workflows__verify-k8s.yml,batch2,ci_test
https://github.com/Ericsson/cognitive-labs/blob/595ca7ac37bce1a217957e20a0233d7bac2a3c78/.github/workflows/on-pages.yaml,workflows_batch2/Ericsson__cognitive-labs__.github__workflows__on-pages.yaml,batch2,documentation
https://github.com/philips-software/roslyn-analyzers/blob/d7fde7c434ee21e09c3754ede72132a42626c144/.github/workflows/cd.yml,workflows_batch2/philips-software__roslyn-analyzers__.github__workflows__cd.yml,batch2,other
https://github.com/cloudposse/terraform-aws-ec2-bastion-server/blob/08048717aeb5e02378f111d6452cfea13b60bdf4/.github/workflows/branch.yml,workflows_batch2/cloudposse__terraform-aws-ec2-bastion-server__.github__workflows__branch.yml,batch2,other
https://github.com/bcgov/nr-waste-plus/blob/6f0f0aacb37538aa720e169500cd22b509166f75/.github/workflows/pr-open.yml,workflows_batch2/bcgov__nr-waste-plus__.github__workflows__pr-open.yml,batch2,other
https://github.com/ocicl/btrie/blob/49bfb3fee78099fa4e444296cf530aaae876d103/.github/workflows/main.yml,workflows_batch2/ocicl__btrie__.github__workflows__main.yml,batch2,other
https://github.com/puppetlabs/puppetlabs-stdlib/blob/32ca52a1d6b8a9659c6ec69ebcb8f756a85634c3/.github/workflows/nightly.yml,workflows_batch2/puppetlabs__puppetlabs-stdlib__.github__workflows__nightly.yml,batch2,other
https://github.com/nationalarchives/tna-child-archives-inspire/blob/e88effa9032f1562fbaf0450b266dd178dd1e051/.github/workflows/deploy-code-website.yaml,workflows_batch2/nationalarchives__tna-child-archives-inspire__.github__workflows__deploy-code-website.yaml,batch2,deploy_release
https://github.com/Sundsvallskommun/api-service-installation/blob/a352f95120a2497ed62e10007c64cce6f3d93368/.github/workflows/dependabot-reviewer.yml,workflows_batch2/Sundsvallskommun__api-service-installation__.github__workflows__dependabot-reviewer.yml,batch2,dependency_management
https://github.com/turbot/flowpipe-mod-teams/blob/ffdf9924902d06a89fdd59783dad79c5ec6be1b5/.github/workflows/stale.yml,workflows_batch2/turbot__flowpipe-mod-teams__.github__workflows__stale.yml,batch2,other
https://github.com/databricks-industry-solutions/toxicity-detection-in-gaming/blob/3b921dfa6dc578295c1c7752a51ec714b124788a/.github/workflows/integration-test-aws-push.yml,workflows_batch2/databricks-industry-solutions__toxicity-detection-in-gaming__.github__workflows__integration-test-aws-push.yml,batch2,ci_test
https://github.com/turbot/steampipe-plugin-pipes/blob/fcee9e84255a34c2654884355ab7e57124804a5a/.github/workflows/golangci-lint.yml,workflows_batch2/turbot__steampipe-plugin-pipes__.github__workflows__golangci-lint.yml,batch2,code_quality
https://github.com/stolostron/backplane-operator/blob/a59a70742a5b8231f17492bd74785517b72d3d7a/.github/workflows/handle-onboard-request.yml,workflows_batch2/stolostron__backplane-operator__.github__workflows__handle-onboard-request.yml,batch2,other
https://github.com/zopefoundation/zope.browser/blob/154b616d9c0109659d4eaebf6ff1ca8cd9e77257/.github/workflows/pre-commit.yml,workflows_batch2/zopefoundation__zope.browser__.github__workflows__pre-commit.yml,batch2,other
https://github.com/simp/pupmod-simp-simp_options/blob/f77b0abf9cbb04a96d4db3b73d33ffe67f1b0248/.github/workflows/validate_tokens.yml,workflows_batch2/simp__pupmod-simp-simp_options__.github__workflows__validate_tokens.yml,batch2,ci_test
https://github.com/AudioReach/audioreach-pulseaudio-plugin/blob/899c030b64df55fd42493dec1dbe7872bde14f24/.github/workflows/pre_merge_build.yml,workflows_batch2/AudioReach__audioreach-pulseaudio-plugin__.github__workflows__pre_merge_build.yml,batch2,build
https://github.com/oracle-devrel/tech-content-heatwave/blob/d5a410ebdfb05cf7586c1097b795900fbffbb4fa/.github/workflows/banned_file_changes_pr.yml,workflows_batch2/oracle-devrel__tech-content-heatwave__.github__workflows__banned_file_changes_pr.yml,batch2,other
https://github.com/envoyproxy/envoy/blob/11f1c8fdd85647ead90494f3d0f152dd06bdab0a/.github/workflows/mobile-ios_build.yml,workflows_batch2/envoyproxy__envoy__.github__workflows__mobile-ios_build.yml,batch2,build
https://github.com/cloudposse-terraform-components/aws-glue-connection/blob/f1ebb8ebf2b6c008542168768bb789bcaeaec159/.github/workflows/branch.yml,workflows_batch2/cloudposse-terraform-components__aws-glue-connection__.github__workflows__branch.yml,batch2,other
https://github.com/notofonts/lao/blob/8bc671f58fa4a8980cbf0f82950e5e8fc6d9232b/.github/workflows/build.yaml,workflows_batch2/notofonts__lao__.github__workflows__build.yaml,batch2,deploy_release
https://github.com/minder-load-tests/demo-go-935/blob/e39cf3c4d45c150daabdc3cca95eead03b0f6809/.github/workflows/build-binary-signed-ghat.yml,workflows_batch2/minder-load-tests__demo-go-935__.github__workflows__build-binary-signed-ghat.yml,batch2,build
https://github.com/oclif/plugin-command-snapshot/blob/444a1c99bb0a2eabce21bbb53a6d6887f35f9258/.github/workflows/test.yml,workflows_batch2/oclif__plugin-command-snapshot__.github__workflows__test.yml,batch2,ci_test
https://github.com/turbot/steampipe-plugin-linode/blob/79d69f50b378309c9a486cdc31c1d21b7a0fdc64/.github/workflows/add-issue-to-project.yml,workflows_batch2/turbot__steampipe-plugin-linode__.github__workflows__add-issue-to-project.yml,batch2,other
https://github.com/rapidsai/legate-boost/blob/7b94a53c608cb0cb58847af514eadd12536e214d/.github/workflows/build.yaml,workflows_batch2/rapidsai__legate-boost__.github__workflows__build.yaml,batch2,build
https://github.com/Automattic/jetpack-protect-status/blob/6436bc5a915e7824caa926b1156c2fadc0b9a146/.github/workflows/autotagger.yml,workflows_batch2/Automattic__jetpack-protect-status__.github__workflows__autotagger.yml,batch2,other
https://github.com/dpc-sdp/tide_demo_content/blob/eb12b4818f8180225056a572d829eb86b0cb7ac8/.github/workflows/build.yml,workflows_batch2/dpc-sdp__tide_demo_content__.github__workflows__build.yml,batch2,build
https://github.com/Azure/azureml-oss-models/blob/af0eb59dd965b23f3e639d858237a2907d0e5c68/.github/workflows/MLFlow-nghuyong-ernie-3.0-base-zh.yml,workflows_batch2/Azure__azureml-oss-models__.github__workflows__MLFlow-nghuyong-ernie-3.0-base-zh.yml,batch2,other
https://github.com/AdobeDocs/experience-manager-document-security.fr-FR/blob/9778661977999bc71040bd932eee950a031ade78/.github/workflows/assign-issue.yml,workflows_batch2/AdobeDocs__experience-manager-document-security.fr-FR__.github__workflows__assign-issue.yml,batch2,other
https://github.com/envoyproxy/envoy/blob/9cb48c2d9095562c64ada207660ca7a38ca62992/.github/workflows/mobile-format.yml,workflows_batch2/envoyproxy__envoy__.github__workflows__mobile-format.yml,batch2,code_quality
https://github.com/hashicorp/hcp-terraform-operator/blob/67ac6c7ebda7b31512a76ec2e9513782323db17f/.github/workflows/dependabot-pr.yaml,workflows_batch2/hashicorp__hcp-terraform-operator__.github__workflows__dependabot-pr.yaml,batch2,dependency_management
https://github.com/jaraco/jaraco.zstd/blob/8e659ab3de838ad98cbe08d83f9952687b3315cd/.github/workflows/main.yml,workflows_batch2/jaraco__jaraco.zstd__.github__workflows__main.yml,batch2,ci_test
https://github.com/simp/pupmod-simp-simp_ipa/blob/24188241e5e66691679b740814702db2c9d03e0b/.github/workflows/validate_tokens.yml,workflows_batch2/simp__pupmod-simp-simp_ipa__.github__workflows__validate_tokens.yml,batch2,ci_test
https://github.com/canonical/velero-rocks/blob/570cc83888b711d4abf27d385659137e1ef62594/.github/workflows/pull_request.yaml,workflows_batch2/canonical__velero-rocks__.github__workflows__pull_request.yaml,batch2,other
https://github.com/fivetran/dbt_pardot_source/blob/57bc8fdaa4322744f9097238c332c99868f06b6b/.github/workflows/auto-release.yml,workflows_batch2/fivetran__dbt_pardot_source__.github__workflows__auto-release.yml,batch2,deploy_release
https://github.com/spring-projects/spring-aot-smoke-tests/blob/142c370cda10eade8c379d13f0796bc33c7608be/.github/workflows/3.0.x-boot-custom-banner.yml,workflows_batch2/spring-projects__spring-aot-smoke-tests__.github__workflows__3.0.x-boot-custom-banner.yml,batch2,ci_test
https://github.com/ory/homebrew-oathkeeper/blob/5c020c9a7a1a5f4d25ac02efbb69cd533c30aa36/.github/workflows/licenses.yml,workflows_batch2/ory__homebrew-oathkeeper__.github__workflows__licenses.yml,batch2,other
https://github.com/huggingface/transformers/blob/2ab7bdc40333b230b642f09e8334fb8e1a92d2a4/.github/workflows/self-scheduled-amd-mi210-caller.yml,workflows_batch2/huggingface__transformers__.github__workflows__self-scheduled-amd-mi210-caller.yml,batch2,ci_test
https://github.com/amd/ZenDNN-pytorch/blob/26e8cc0465a90785ac006b6057d5a32fe85c8b47/.github/workflows/pull.yml,workflows_batch2/amd__ZenDNN-pytorch__.github__workflows__pull.yml,batch2,other
https://github.com/zopefoundation/zope.app.http/blob/71fe1b4212a54b7985af67e2346bbd041df0cab6/.github/workflows/pre-commit.yml,workflows_batch2/zopefoundation__zope.app.http__.github__workflows__pre-commit.yml,batch2,other
https://github.com/Azure/terraform-azurerm-avm-ptn-alz-connectivity-hub-and-spoke-vnet/blob/91fa23135943f7eaa908e002d42ca62050d4612b/.github/workflows/pr-check.yml,workflows_batch2/Azure__terraform-azurerm-avm-ptn-alz-connectivity-hub-and-spoke-vnet__.github__workflows__pr-check.yml,batch2,ci_test
https://github.com/microsoft/symphony/blob/6792b5edd3f43197181cd2e1291b43a0c543f25b/.github/workflows/workflow.pr.bicep.yml,workflows_batch2/microsoft__symphony__.github__workflows__workflow.pr.bicep.yml,batch2,deploy_release
https://github.com/adafruit/Adafruit_CircuitPython_BLE_Heart_Rate/blob/5fbc3992d9063faa434faaf3edf24510479f42d6/.github/workflows/failure-help-text.yml,workflows_batch2/adafruit__Adafruit_CircuitPython_BLE_Heart_Rate__.github__workflows__failure-help-text.yml,batch2,other
https://github.com/microsoft/aitour-azure-openai-assistants/blob/f2df2074da3a46a9c2c0c52428f1c799fa39d5fd/.github/workflows/auto_add_to_project.yml,workflows_batch2/microsoft__aitour-azure-openai-assistants__.github__workflows__auto_add_to_project.yml,batch2,other
https://github.com/puppetlabs/puppetlabs-selinux_core/blob/915e5b0e90f48e7beb153c40ceb0ea0328d3b6b3/.github/workflows/unit_tests.yaml,workflows_batch2/puppetlabs__puppetlabs-selinux_core__.github__workflows__unit_tests.yaml,batch2,ci_test
https://github.com/aio-libs/aiohttp-debugtoolbar/blob/84ec09e5adc2c7ae57c9e033295db408c48ae649/.github/workflows/ci.yml,workflows_batch2/aio-libs__aiohttp-debugtoolbar__.github__workflows__ci.yml,batch2,ci_test
https://github.com/microsoft/ignite25-LAB587-windows-365-ai-lab-improved-windows-search-and-click-to-do-in-action/blob/9498e8ffa1ea8d092f4e841c936af0ab3032e9b7/.github/workflows/add-to-project.yml,workflows_batch2/microsoft__ignite25-LAB587-windows-365-ai-lab-improved-windows-search-and-click-to-do-in-action__.github__workflows__add-to-project.yml,batch2,other
https://github.com/jenkinsci/ant-plugin/blob/0aa1a334f41bdb1fd985b51f12af24baf2a0d7a3/.github/workflows/cd.yaml,workflows_batch2/jenkinsci__ant-plugin__.github__workflows__cd.yaml,batch2,other
https://github.com/simp/pupmod-simp-vsftpd/blob/ea4a582e3b47d6869c32d7fead7297230c11a8c1/.github/workflows/tag_deploy.yml,workflows_batch2/simp__pupmod-simp-vsftpd__.github__workflows__tag_deploy.yml,batch2,deploy_release
https://github.com/symfony/sms77-notifier/blob/d70e0af141cf94be1833b1ce363b427f430f7f5c/.github/workflows/close-pull-request.yml,workflows_batch2/symfony__sms77-notifier__.github__workflows__close-pull-request.yml,batch2,other
https://github.com/rocket-pool/lighthouse/blob/564d7da656803f5e06e53a303972580be54500bf/.github/workflows/publish-crate.yml,workflows_batch2/rocket-pool__lighthouse__.github__workflows__publish-crate.yml,batch2,deploy_release
https://github.com/openjdk/wakefield/blob/9ebb5d42d43a743cf3a5197c7dabe46ac8120474/.github/workflows/build-cross-compile.yml,workflows_batch2/openjdk__wakefield__.github__workflows__build-cross-compile.yml,batch2,build
https://github.com/signalapp/Signal-Calling-Service/blob/4c1abc077160c1ae0ae2170571bacf5cb7df4be4/.github/workflows/ci.yml,workflows_batch2/signalapp__Signal-Calling-Service__.github__workflows__ci.yml,batch2,ci_test
